url;fv;tag
https://chase.com;[0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 1, 0, 0, 0, 0, 0, 0, 0];0
https://www.bbva.es/personas.html;[0, 0, 0, 0, 0, 0, 0, 1, 0, 238, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://eu.pingpongx.com/eu/index?;[0, 0, 0, 0, 0, 0, 0, 1, 0, 96, 0, 1, 0, 0, 0, 1, 0, 0, 0];0
https://cibc.com;[0, 0, 0, 0, 0, 0, 0, 0, 1, 398, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://www.windcave.com/;[0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 0, 1, 0, 0, 0, 0, 1, 0, 0];0
https://bankful.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 182, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.mondido.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 1, 0, 0, 0, 1, 1, 0, 1];0
https://viabill.com/es/;[0, 0, 0, 0, 0, 0, 0, 1, 1, 103, 0, 0, 0, 0, 0, 1, 1, 0, 0];0
https://toss.im/en;[0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 1, 0, 0, 0, 1, 1, 0, 1];0
https://www.nihaopay.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://healthy.kaiserpermanente.org;[0, 0, 0, 0, 0, 0, 0, 1, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://worldline.com/en/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 329, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://tamin.ir;[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 1, 1, 0];0
https://www.nets.com.sg/business/ecommerce-solutions/enets-gateway/;[0, 1, 0, 0, 0, 0, 0, 0, 0, 314, 0, 0, 0, 0, 0, 1, 1, 0, 0];0
https://www.paymentwall.com/es;[0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.china-payments.com/;[0, 1, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://capitalone.com;[0, 0, 0, 0, 0, 0, 0, 1, 1, 98, 0, 1, 0, 0, 0, 0, 0, 0, 0];0
https://www.sequra.com/es/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 386, 0, 1, 0, 0, 0, 1, 0, 0, 1];0
https://sezzle.eu/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 1, 0, 1];0
https://www.useepay.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 27, 0, 1, 0, 0, 0, 0, 0, 0, 0];0
https://www.sofort.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://pay.g2a.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
https://americanexpress.com;[0, 0, 0, 0, 0, 0, 0, 1, 1, 340, 0, 1, 0, 0, 0, 1, 0, 0, 0];0
https://citibankonline.com;[0, 0, 0, 0, 0, 0, 0, 1, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://bitpay.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 159, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.airwallex.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 1];0
https://discover.com;[0, 0, 0, 0, 0, 0, 0, 0, 1, 244, 0, 1, 0, 0, 0, 0, 1, 0, 0];0
https://commbank.com.au;[0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.fasterpay.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 82, 0, 1, 0, 0, 0, 0, 0, 0, 0];0
https://www.grab.com/sg/consumer/finance/pay/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 219, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
https://transbank.cl;[0, 0, 0, 0, 0, 0, 0, 0, 1, 164, 0, 1, 0, 0, 0, 1, 1, 0, 1];0
https://interac.ca;[0, 0, 0, 0, 0, 0, 0, 1, 1, 220, 0, 1, 0, 0, 0, 1, 0, 0, 1];0
https://pay.amazon.es/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 254, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
https://crypto.com/pay;[0, 0, 0, 0, 0, 0, 0, 1, 0, 132, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://go.dlocal.com/;[0, 0, 0, 0, 0, 0, 0, 0, 1, 32, 0, 1, 0, 0, 0, 1, 0, 0, 1];0
https://paypal.com;[0, 0, 0, 0, 0, 0, 0, 1, 0, 73, 0, 1, 0, 0, 0, 1, 1, 0, 1];0
https://www.klarna.com/es/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 273, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://www.unicajabanco.es/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
https://www.lyra.com/in/lyra-collect/;[0, 1, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://www.coinbase.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];0
https://www.bancsabadell.com;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];0
https://www.2checkout.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0];0
https://www.clearpay.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.scalapay.com/es;[0, 0, 0, 0, 0, 0, 0, 0, 1, 275, 0, 1, 0, 0, 0, 1, 0, 0, 1];0
https://www.payplug.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://send.flutterwave.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.vivawallet.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://lloydsbank.co.uk;[0, 0, 0, 0, 0, 0, 0, 0, 0, 826, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.payoneer.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 341, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://www.oceanpayment.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 166, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
https://www.skrill.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.ibercaja.es/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://pay.weixin.qq.com/index.php/public/wechatpay;[1, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 1, 1, 0, 0];0
https://global.alipay.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 0, 0, 0, 1, 1, 0, 1];0
https://www.nexi.it/en/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 1, 0];0
https://www.bancoestado.cl;[0, 0, 0, 0, 0, 0, 0, 0, 1, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://citi.com;[0, 0, 0, 0, 0, 0, 0, 1, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://home.iatspayments.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0];0
https://apexx.global;[0, 0, 0, 0, 0, 0, 0, 1, 0, 98, 0, 1, 0, 0, 0, 1, 0, 0, 0];0
https://en.asiabill.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://pensopay.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://bankofamerica.com;[0, 0, 0, 0, 0, 0, 0, 1, 1, 211, 0, 0, 0, 0, 0, 1, 1, 0, 1];0
https://www.rapyd.net/es/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
https://www.authorize.net/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.adyen.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://www.mollie.com/payments/bancontact;[0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://www.rbcroyalbank.com;[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.opennode.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 246, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.maybank2u.com.my/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 1, 0, 0];0
https://www.ing.es/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.paysera.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://caixabank.es;[0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://www.dragonpay.ph/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
https://www.lianlianglobal.com/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 1, 0, 0, 0, 1, 1, 0, 1];0
https://monei.com/es/pricing/;[0, 0, 0, 0, 0, 0, 0, 1, 1, 201, 0, 0, 0, 0, 0, 1, 0, 1, 1];0
https://www.paypal.com/es/home;[0, 0, 0, 0, 0, 0, 0, 1, 0, 73, 0, 0, 0, 0, 0, 1, 1, 0, 1];0
https://td.com;[0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://www.openbank.es/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
https://creditkarma.com;[0, 0, 0, 0, 0, 0, 0, 0, 0, 266, 0, 1, 0, 0, 0, 1, 0, 0, 1];0
https://usbank.com;[0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
https://makecommerce.net/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 1, 1, 0, 0];0
https://adjust.net.in;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];0
https://www.checkout.com/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 283, 0, 0, 0, 0, 0, 0, 1, 0, 0];0
